,date,market_cap_usd,tx_volume_usd,nvt
106,2021-01-15,656855316406.25,6530346131.642983,100.58506902466293
107,2021-01-16,690073754045.3845,2570302174.965144,268.479621099314
108,2021-01-17,669448007825.0,2561329124.5043206,261.3674288947753
109,2021-01-18,677767755153.125,3849376580.2371182,176.0720836285067
110,2021-01-19,693692299846.875,7509307340.108117,92.3776679297411
111,2021-01-20,650836907478.1249,5094690667.83868,127.74807145538226
112,2021-01-21,583045155831.25,4661464273.179369,125.07768410581036
113,2021-01-22,605028914700.0,5354605407.599176,112.99225034235987
114,2021-01-23,598993079956.25,2103201286.0037167,284.800643639009
115,2021-01-24,593488194250.0,1966307038.647313,301.8288510314645
116,2021-01-25,630539797225.0,3905630182.601754,161.44380490345424
117,2021-01-26,590752941037.5,4228927064.0523696,139.69333878069085
118,2021-01-27,555019146000.0,5425004803.729349,102.30758609069973
119,2021-01-28,591853192937.4999,4988231552.939995,118.64990360936027
120,2021-01-29,693001455069.895,8288844085.460961,83.60652558122713
121,2021-01-30,635183513000.0,3416568799.038823,185.9126949759346
122,2021-01-31,617646992400.0,3119627987.413366,197.9873866025035
123,2021-02-01,624766384000.0,4586348228.014149,136.22305872542057
124,2021-02-02,647268320981.2499,4346023783.550835,148.93345117693116
125,2021-02-03,681585747518.75,4985868433.536457,136.70351646950778
126,2021-02-04,684796936012.5,6269136960.242842,109.23304760372848
127,2021-02-05,706325499468.75,6157892770.648826,114.70246816173905
128,2021-02-06,760334079768.75,4577756277.630126,166.09317614487983
129,2021-02-07,707459040062.5,3515624989.356609,201.2327942270007
130,2021-02-08,806581457053.1249,8364117755.063739,96.43353676660168
131,2021-02-09,863829673612.5,10834628125.018211,79.72859461764388
132,2021-02-10,846518687221.875,7305646115.878271,115.87184402239666
133,2021-02-11,878615179712.5,6333458804.686527,138.7259642491646
134,2021-02-12,874006123075.0,7811431839.715774,111.88808159744521
135,2021-02-13,878940480068.75,3676762390.364364,239.05283691221823
136,2021-02-14,913260864731.25,3102283702.90204,294.3834130569482
137,2021-02-15,898105372903.125,5028594620.989651,178.5996765685546
138,2021-02-16,896999373393.75,6187880486.479969,144.96068166694928
139,2021-02-17,960992171234.375,7740989999.164483,124.14331646702797
140,2021-02-18,974590235456.25,8027247241.935083,121.41026756531184
141,2021-02-19,1002458426250.0,8975014334.61605,111.69435377764052
142,2021-02-20,1050321930275.0,6995147926.057189,150.1500670718501
143,2021-02-21,1068820815075.0,7839947832.124444,136.33009274570318
144,2021-02-22,998271228917.7046,8515953765.557784,117.22365531799234
145,2021-02-23,883333715712.5,12102608267.13961,72.98705338673838
146,2021-02-24,912200059718.75,9123958043.345936,99.97854608549123
147,2021-02-25,959877921875.0,8084434721.151986,118.73160647380709
148,2021-02-26,897673504000.0,7202864759.149535,124.62728844932403
149,2021-02-27,878227530953.125,3416482976.250144,257.0560242969652
150,2021-02-28,807832334700.0,3227571917.3888235,250.29104087432825
151,2021-03-01,916467761221.8752,5867267655.439818,156.2000943270715
152,2021-03-02,909787892812.5,6707252970.14486,135.64240037793755
153,2021-03-03,947447409375.0,6540727319.73289,144.85352516020984
154,2021-03-04,926030670500.0,5254550974.76691,176.23402550416375
155,2021-03-05,901193253581.25,8571816585.961295,105.13445365328997
156,2021-03-06,882255894593.75,2814010102.687824,313.5226464720423
157,2021-03-07,942465355909.3752,3256898858.654692,289.37507635673825
158,2021-03-08,947503062481.25,6455368739.454128,146.77752746954184
159,2021-03-09,1009672086875.0,7267886049.152834,138.92238816714666
160,2021-03-10,1048640578375.0,7607218390.253023,137.84809697570958
161,2021-03-11,1060620645656.25,7815260934.970914,135.71148225010575
162,2021-03-12,1063159368750.0,8389445169.75331,126.72582599181132
163,2021-03-13,1116940113159.375,6252538514.7425,178.63786213004627
164,2021-03-14,1120009208025.0,5914693356.069364,189.3604859287764
165,2021-03-15,1064501760156.25,7391203818.270152,144.02278523627393
166,2021-03-16,1040153002743.75,8414319042.315213,123.61701493761642
167,2021-03-17,1026045983259.375,6410069887.531584,160.06783096938887
168,2021-03-18,1107458846406.25,5684429157.027738,194.8232295299315
169,2021-03-19,1098565963312.5,5953986740.001387,184.50930633282601
170,2021-03-20,1103119156700.0002,3378908922.8126254,326.4720008439164
171,2021-03-21,1066678371631.25,3654267039.161541,291.8994042307307
172,2021-03-22,1066376684250.0,5299609269.970794,201.21798229398087
173,2021-03-23,1029593920122.251,7567504956.543793,136.05460796321486
174,2021-03-24,1060338245856.25,6956174962.680886,152.43122140326372
175,2021-03-25,947213675812.5,7475059268.080135,126.71654388845784
176,2021-03-26,1002688500500.0,7494637392.191981,133.7874600236984
177,2021-03-27,1022653728854.686,3738511752.019672,273.54567718082296
178,2021-03-28,1039711781100.0,2746380160.0662503,378.57533207453673
179,2021-03-29,1076037504668.75,6604751298.088798,162.91870141728435
180,2021-03-30,1098810805437.5,6286007313.120905,174.80266100612562
181,2021-03-31,1103749241100.0,6798433825.419553,162.35345808222002
182,2021-04-01,1102497344946.8748,6961929171.789202,158.36089649035242
183,2021-04-02,1105734372750.0,6501984723.386886,170.06105363071703
184,2021-04-03,1105203643049.9998,3823846850.7601023,289.02926455600806
185,2021-04-04,1086125339018.75,3007013909.974989,361.19731119826577
186,2021-04-05,1100401065225.0,5636763512.818328,195.21859711208816
187,2021-04-06,1084950528053.1248,11383898953.539915,95.30570611009777
188,2021-04-07,1054848334162.5,6422300909.583367,164.24772819169118
189,2021-04-08,1078043655000.0,6112050100.201059,176.380042265121
190,2021-04-09,1086881795309.375,6330239986.766539,171.69677572754233
191,2021-04-10,1126647379762.5,6092856977.739401,184.91282232272482
192,2021-04-11,1114888913450.0,4013468488.9395313,277.78688596221775
193,2021-04-12,1116269710125.0002,7343373828.67675,152.01047041427117
194,2021-04-13,1177869479793.75,9364020483.020603,125.78672611081241
195,2021-04-14,1181193301862.5002,9467805074.32664,124.75893753510847
196,2021-04-15,1171017954662.5,7491319879.713019,156.31664025370117
197,2021-04-16,1151572928756.25,7918735254.1182995,145.42384507138954
198,2021-04-17,1137595810850.0,3345356860.835313,340.05215532251174
199,2021-04-18,1028633969378.125,11856647360.954723,86.75588790517061
200,2021-04-19,1035316182906.25,7003954975.952247,147.81879473254182
201,2021-04-20,1035194395500.0,8311557599.486943,124.54878440160249
202,2021-04-21,1050267427700.0,7009968211.3791,149.82484884812004
203,2021-04-22,1021102945975.0,8500130355.892971,120.12791606979177
204,2021-04-23,932234746181.25,11486117186.513248,81.16186967653961
205,2021-04-24,935820504562.5,3907764473.017146,239.47720263702647
206,2021-04-25,943304108998.8708,5690337431.31398,165.77296520376095
207,2021-04-26,1003073111046.875,6987267570.035969,143.55727771875087
208,2021-04-27,1027933702637.5,6828181874.191442,150.54281235870312
209,2021-04-28,1024597243687.5,5400170407.955236,189.73424286354359
210,2021-04-29,985209167871.875,7198764177.987766,136.85809723902713
211,2021-04-30,1050068613796.8752,8038587266.254536,130.62850212561537
212,2021-05-01,1075412615081.25,3347043374.8694096,321.3022643075873
213,2021-05-02,1059627478218.75,2991270138.389222,354.239981411158
214,2021-05-03,1076511834859.375,5954769584.492453,180.78144243613588
215,2021-05-04,1002377682778.125,7698193443.310121,130.20946929428106
216,2021-05-05,1073197948387.5,6381517581.403065,168.17284207051304
217,2021-05-06,1067240640512.5,7566141015.089905,141.05481755943964
218,2021-05-07,1088950989312.5,9703541846.825617,112.22201197274536
219,2021-05-08,1101178497656.25,4620961715.6818495,238.30071864028952
220,2021-05-09,1070375331171.875,5388114089.551383,198.65491216073988
221,2021-05-10,1069829620050.0,8099530690.219605,132.085383828701
222,2021-05-11,1045376617537.5,6620873679.221073,157.89103797861395
223,2021-05-12,1033875429746.875,12953414263.347263,79.81489734890279
224,2021-05-13,935597193531.25,11355681895.517153,82.39022562798213
225,2021-05-14,949028915093.75,7906534590.266755,120.03095721127188
226,2021-05-15,923678586950.0,4191692549.239029,220.35933601992997
227,2021-05-16,898944488775.0,5725518842.773768,157.00664227305205
228,2021-05-17,803136744500.0,10100167444.649612,79.51717126486331
229,2021-05-18,805130320781.25,6401432361.182449,125.7734637115699
230,2021-05-19,699785239475.0001,14642615897.19912,47.79099884801711
231,2021-05-20,776906211965.625,12059107969.11172,64.42484916426636
232,2021-05-21,689881315112.5,7317126300.495066,94.28309513610878
233,2021-05-22,708793872693.75,5042562364.379068,140.5622422641132
234,2021-05-23,630602635250.0,4450529580.047133,141.6915951030083
235,2021-05-24,703270983681.25,7207897767.577337,97.56950033957376
236,2021-05-25,709214827025.0,6201345379.021109,114.36467148310172
237,2021-05-26,727074038500.0,5744713581.126872,126.56401894232968
238,2021-05-27,743295257043.75,4886792807.599231,152.10287939523138
239,2021-05-28,691694163321.875,5453824455.071646,126.82736106011838
240,2021-05-29,647004888000.0,3534235035.747762,183.0678722427154
241,2021-05-30,663697337187.5,2229477248.099227,297.6919086092243
242,2021-05-31,691372551593.75,3294970505.355651,209.82662833248185
243,2021-06-01,689270577734.375,5421714885.342989,127.13146897446458
244,2021-06-02,708967976640.625,3845016656.313909,184.3861912734311
245,2021-06-03,726269490819.603,4080204482.213669,177.99830718914697
246,2021-06-04,694216800618.75,3411600139.256469,203.48715332449513
247,2021-06-05,676613856393.75,2192085664.632768,308.66214186346616
248,2021-06-06,677451240375.0,1550993266.2225916,436.7854168863782
249,2021-06-07,667586278100.0,3987593296.6689854,167.41583918742782
250,2021-06-08,589773782400.0,4855389937.573238,121.46785118864696
251,2021-06-09,668939979793.75,4061991299.689477,164.6827702080228
252,2021-06-10,694407301894.9673,4643427946.043253,149.5462640885133
253,2021-06-11,687993532359.375,3501716416.1339355,196.4732292967782
254,2021-06-12,665627174100.0,2153678028.595535,309.06531304220596
255,2021-06-13,693559624078.125,1539743948.2780533,450.4382854394432
256,2021-06-14,749768196750.0,4973233612.976941,150.76070321602975
257,2021-06-15,748601881125.0,4080041045.173144,183.4790074013169
258,2021-06-16,724602648818.75,3918231599.126314,184.93104107994066
259,2021-06-17,720887587875.0,3458321392.277408,208.45014274404207
260,2021-06-18,667082590000.0,5151710129.431004,129.48760183323395
261,2021-06-19,678640306499.9999,2186838846.13502,310.32936318074684
262,2021-06-20,639574015500.0001,2162759239.6124706,295.7213192230314
263,2021-06-21,605138950964.5563,4751842584.489068,127.34827389691878
264,2021-06-22,547600332000.0,4882368443.934831,112.15874801097033
265,2021-06-23,638204305537.5,4386486291.106102,145.49328623949023
266,2021-06-24,634833737531.25,3876348202.4309297,163.7710815383236
267,2021-06-25,612187502362.5,4356792800.442628,140.51333868810673
268,2021-06-26,584785695000.0001,2331345211.2810645,250.83616624869674
269,2021-06-27,620984839800.0,2112213965.6302855,293.99712808673615
270,2021-06-28,646558985400.0,3708117939.5760326,174.36311248339752
271,2021-06-29,678324216234.7498,3300219147.3776546,205.53914329408832
272,2021-06-30,643578307856.25,3725912659.905724,172.73037953405336
273,2021-07-01,621245184900.0,3625272212.8194623,171.3651136880677
274,2021-07-02,628518878265.625,4454956968.426739,141.0830413671954
275,2021-07-03,647166481537.5,1526282960.717945,424.01474575401187
276,2021-07-04,664139929375.0,1515363756.6394658,438.2709606621611
277,2021-07-05,630102318650.0,2169927055.3384056,290.3794932183718
278,2021-07-06,639636633875.0,2346543660.266684,272.5867175223603
279,2021-07-07,648357464665.625,2415077701.787478,268.4623621781421
280,2021-07-08,615485901250.0,3349209076.6624417,183.77052228203826
281,2021-07-09,628564107000.0,2552942232.963585,246.21164509090002
282,2021-07-10,632102314950.0,1104335807.3131185,572.3823412807047
283,2021-07-11,636491413271.875,1361224001.4296572,467.5875628136038
284,2021-07-12,620831537797.1465,3530030646.398229,175.87143002018837
285,2021-07-13,614630960393.75,2583990657.5143604,237.86113878019475
286,2021-07-14,614278612531.2501,2847291324.211062,215.7413986085378
287,2021-07-15,586296340031.25,3546057522.319202,165.33751535079412
288,2021-07-16,600831922621.8749,2855123418.417704,210.439912595741
289,2021-07-17,588230873668.3842,4054713463.0521975,145.07335204534814
290,2021-07-18,594023051453.125,1052594971.1817188,564.3415251986545
291,2021-07-19,575754410937.5,2991573664.253314,192.4587108842617
292,2021-07-20,557853422796.8749,2934190502.6489563,190.1217464555388
293,2021-07-21,596774823596.875,3408086708.752928,175.10552829075297
294,2021-07-22,608315506750.0001,2584131350.756411,235.40425163447583
295,2021-07-23,606429495100.0001,2519917919.132724,240.65446358217653
296,2021-07-24,642058374843.75,1689884089.6329966,379.9422568580962
297,2021-07-25,646275991775.0,1824435371.4748769,354.2334257927423
298,2021-07-26,721526654650.0,8661331075.286484,83.30436146341798
299,2021-07-27,712670362250.0,7345558779.508659,97.02057850766666
300,2021-07-28,745807271803.1251,6002881501.151431,124.24154494138682
301,2021-07-29,746945318200.0,8710173273.907516,85.755506200729
302,2021-07-30,732748057037.5,3645326210.342276,201.0102840614363
303,2021-07-31,780010174543.75,1924780316.6358085,405.2463378818609
304,2021-08-01,777589568250.0,1721720041.225241,451.6353121478669
305,2021-08-02,746106227343.75,3383600749.1596594,220.50657942697603
306,2021-08-03,714350373187.5,3774291695.678584,189.2673992329218
307,2021-08-04,741357013050.0,4094514095.095807,181.06104798563481
308,2021-08-05,735912593100.0,3189301462.820454,230.74413054989063
309,2021-08-06,765300701343.75,4463338799.731509,171.46372607649377
310,2021-08-07,803333943975.0,2198372699.577692,365.4220888611475
311,2021-08-08,832907379431.25,2863365745.2230344,290.88403422468576
312,2021-08-09,857630111756.25,6121383053.705138,140.1039771946873
313,2021-08-10,850658675756.25,4488621499.916477,189.51445912115307
314,2021-08-11,869654346875.0,5806136771.043135,149.78192577415933
315,2021-08-12,831002777500.0,3433253898.4565864,242.04524398081247
316,2021-08-13,872703712726.9446,3855116852.5439167,226.37542417191955
317,2021-08-14,878164804912.5,3157295026.044922,278.13834236851756
318,2021-08-15,867299835281.2502,2430142554.508242,356.8925755702241
319,2021-08-16,870260160000.0,4336625433.375353,200.67681043014244
320,2021-08-17,862060689806.25,2915373923.378095,295.6947247464453
321,2021-08-18,850246651562.5,4267113160.596617,199.25570744498856
322,2021-08-19,860465778254.522,3132624120.660245,274.67890979309914
323,2021-08-20,907753333087.5,5683508929.504638,159.71705936364523
324,2021-08-21,924612217500.0,4007697514.479291,230.70908274875939
325,2021-08-22,919147232671.875,1549564156.3142304,593.1650063835656
326,2021-08-23,934766144312.5,5800342005.268154,161.15707374901336
327,2021-08-24,907481441250.0,4160097929.5734167,218.1394420546861
328,2021-08-25,916888602150.0,6052791787.804584,151.48193334477244
329,2021-08-26,882715596046.875,5354725344.593736,164.84796870825255
330,2021-08-27,888488919062.5,2921974573.376054,304.0714067665341
331,2021-08-28,914813446334.375,1828986483.557936,500.17507212780714
332,2021-08-29,911437309715.625,1649218799.6469216,552.6479020920408
333,2021-08-30,898319412375.0,3839205627.542602,233.98575109663926
334,2021-08-31,900824661871.875,4079243403.911141,220.83130930803802
335,2021-09-01,913240503984.3752,5449363613.813484,167.58663372534363
336,2021-09-02,943727961596.8752,6517047229.253141,144.8091334002849
337,2021-09-03,952518552381.25,4887254784.221797,194.89848482145803
338,2021-09-04,940493347290.625,2397543151.0204377,392.2737936501097
339,2021-09-05,948287117391.3016,1996712056.7162683,474.92432081109666
340,2021-09-06,972204903750.0,4374020789.212579,222.268011653648
341,2021-09-07,950812010625.0,7058595281.0081625,134.70272381011165
342,2021-09-08,866447716406.25,4580072991.3477335,189.177709185654
343,2021-09-09,880597251953.125,5369011441.333743,164.01478402034684
344,2021-09-10,846446502437.5,6739492372.85368,125.59499374863037
345,2021-09-11,856446727937.5,1962148896.9097495,436.4840656518703
346,2021-09-12,862800868000.0,1526288179.0431836,565.2935532403076
347,2021-09-13,830032338175.0,4380249885.695589,189.49428910108625
348,2021-09-14,872535395671.875,4477699681.242835,194.86241994454016
349,2021-09-15,906778580125.0,3796133575.7956142,238.8689865674583
350,2021-09-16,891647303362.5001,4153268623.605117,214.68568112710543
351,2021-09-17,895384230000.0,3314093143.0119085,270.1747329848003
352,2021-09-18,910863497500.0,1874207408.5200129,485.9993047510535
353,2021-09-19,890056130250.0,1797162881.967694,495.25623925388845
354,2021-09-20,823016321359.375,5693199638.620351,144.5612965644779
355,2021-09-21,803289775187.5,3816937965.8233886,210.45397708322844
356,2021-09-22,801234816353.125,3589501923.128757,223.2161546398437
357,2021-09-23,830283990749.9999,3583461959.843438,231.69884320085683
358,2021-09-24,790081345996.875,4656807424.158868,169.6615887309497
359,2021-09-25,801496793562.5,1498517647.7164574,534.8597627688102
360,2021-09-26,813132731250.0,2604107988.964765,312.25000449127003
361,2021-09-27,812927111031.2501,3527097521.66913,230.48047467838322
362,2021-09-28,780772294587.5,3691508332.497973,211.50495251873545
363,2021-09-29,793403498900.0,3012885641.9155345,263.3367452989584
364,2021-09-30,808058975400.0,4504376486.984763,179.39419090186132
365,2021-10-01,823666299750.0,,
366,2021-10-02,902836042500.0,3853142042.520053,234.31164294932722
367,2021-10-03,904022516803.125,1994398643.279512,453.28075199478945
368,2021-10-04,920603950101.6842,4985789606.153524,184.64556726691058
369,2021-10-05,938803975200.0,5416025038.27413,173.33818964381288
370,2021-10-06,1030590296484.375,6336189181.684711,162.65144031106
371,2021-10-07,1017497772281.25,7063813953.370817,144.04368220877407
372,2021-10-08,1023719547587.5,6223589466.505166,164.49021149243092
373,2021-10-09,1036881440968.75,2464860372.5671453,420.6653863678456
374,2021-10-10,1041604661193.75,2347027649.361444,443.79735427366586
375,2021-10-11,1083818744971.875,5135609835.395792,211.03993093516362
376,2021-10-12,1078738723187.5,6366837726.366944,169.43084927704788
377,2021-10-13,1073483025268.75,4979962944.730588,215.56044436126314
378,2021-10-14,1082117598375.0,5891473872.459068,183.67519262600584
379,2021-10-15,1133716394825.0002,8109890836.895517,139.7942854751161
380,2021-10-16,1146554516250.0,4071153200.68119,281.62892913441755
381,2021-10-17,1147000186065.625,2583118319.7704897,444.03702969654756
382,2021-10-18,1164159640350.0,6507541620.990585,178.89392156861692
383,2021-10-19,1183905703124.9998,7660166168.948563,154.55352756237966
384,2021-10-20,1257721460531.25,8272914781.251759,152.02881859505226
385,2021-10-21,1188332306150.0,10401915938.665771,114.24167558716347
386,2021-10-22,1150085997287.5,6910857031.200808,166.4172753241959
387,2021-10-23,1156552498293.7502,2756385871.7599506,419.59019966797763
388,2021-10-24,1125022257743.75,3236266687.87158,347.62965053527523
389,2021-10-25,1194073725796.875,5639331920.894306,211.74028103802664
390,2021-10-26,1176229445421.875,4843465176.665527,242.84874620109224
391,2021-10-27,1114193827856.2502,6142467781.29035,181.39188800469233
392,2021-10-28,1156068586405.933,6817487230.179183,169.5740010026463
393,2021-10-29,1185264980125.0,9086217833.395288,130.4464631883139
394,2021-10-30,1155198615500.0,3024703684.481092,381.9212511384176
395,2021-10-31,1137629168000.0,3075083985.1806726,369.9506008559178
396,2021-11-01,1161260610437.5,7239359626.762486,160.40930003595184
397,2021-11-02,1203635878962.5,8525610065.692273,141.17885637369525
398,2021-11-03,1174785783159.375,7935879531.750709,148.03472991987434
399,2021-11-04,1157430221280.5225,4812348605.691654,240.5125472231185
400,2021-11-05,1149887213253.125,6435250914.315516,178.6856842978954
401,2021-11-06,1144371084231.25,2757510648.1908,415.00151050443657
402,2021-11-07,1165963768287.5002,2452500859.5113378,475.4182914006478
403,2021-11-08,1238836767000.0,7868335326.849565,157.44585297129464
404,2021-11-09,1268283894431.496,8511741829.845534,149.00403698622426
405,2021-11-10,1290491151187.5,6732821875.94763,191.67166085258512
406,2021-11-11,1232956688184.3752,5229229610.491692,235.78170782759784
407,2021-11-12,1196825696137.5,6291969519.770697,190.21479560204813
408,2021-11-13,1220092317312.5002,2739693247.9953685,445.3390240696621
409,2021-11-14,1202332495737.5,2187474680.911869,549.6440741596591
410,2021-11-15,1224709198978.125,5704920149.179018,214.67595811211663
411,2021-11-16,1150393880925.0002,10498129183.520773,109.58084634077545
412,2021-11-17,1124760487812.4998,7480898358.629728,150.35099180501652
413,2021-11-18,1110304842577.2097,10213009488.771072,108.71475678133461
414,2021-11-19,1098583768384.3748,6049553192.98817,181.5975053591901
415,2021-11-20,1092967469540.625,2884513913.260687,378.9087182128105
416,2021-11-21,1123832416953.125,2590670066.7854757,433.7999004047572
417,2021-11-22,1100118412925.0,7023168183.001444,156.64133112854628
418,2021-11-23,1089331231625.0,6167254618.969019,176.63146714819823
419,2021-11-24,1059824651456.25,5700109165.167301,185.9305884758689
420,2021-11-25,1108222186162.4998,8960165966.469158,123.6832208588214
421,2021-11-26,1027260856181.25,11684205362.31924,87.91876078232035
422,2021-11-27,1038976789050.0,2469579561.408766,420.70998856879027
423,2021-11-28,1017459679687.5,1876057612.1335888,542.3392507282178
424,2021-11-29,1078660034068.75,7530278019.9418335,143.24305572944596
425,2021-11-30,1103016860000.0002,6028906432.161463,182.95471532215345
426,2021-12-01,1105192511171.875,8653248451.14843,127.71995596927505
427,2021-12-02,1066537370662.5,7681001473.682921,138.85394688657857
