date,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,symbol,interval,tx_count,price_usd,fee_total_btc,supply_btc,hash_rate_x,active_addresses,difficulty,hash_rate_y,blk_size_mean,miners_revenue_usd,tx_count_day,market_cap_usd,tx_volume_usd,nvt
2022-02-07,42361.34,44541.16,41609.76,43829.99,418053.774,18066735189.2121,4078430,216232.398,9347732308.55036,BTCUSDT,1d,262908.0,43888.980119813,14.56867495,18951406.2907877,180443875.51955137,927917.0,26690525287406.0,180443876.3687024,389392.567777,37290363.04673385,262034.0,821917067812.5,5383799346.894287,152.66487750637165
2022-02-08,43829.99,45600.0,42641.0,44021.57,468015.421,20510408716.12763,4649391,238431.389,10454389415.56951,BTCUSDT,1d,277455.0,44167.4447945646,14.64817444,18952368.79077678,204326153.2742321,1014770.0,26690525287406.0,204326154.12338364,389558.418856,43425193.84147107,276850.0,819437622556.25,5859754859.502207,139.84162174078767
2022-02-09,44021.58,44826.0,43089.08,44358.08,300270.062,13182555302.94626,3214990,150266.938,6598136177.9524,BTCUSDT,1d,263940.0,44405.0732042665,14.52683293,18953243.79075494,185751048.77849868,998247.0,26690525287406.0,185751049.203076,389753.943558,39687367.62188172,265804.0,836005871756.25,3696031097.5932536,226.1901617387993
2022-02-10,44358.09,45847.5,43136.96,43471.29,563922.075,25056911387.52332,5369837,283192.141,12587357588.63411,BTCUSDT,1d,261192.0,43614.3426960842,19.85041497,18954162.54074948,195038601.0263654,1029721.0,26690525287406.0,195038601.66322985,389951.903243,41628004.65890094,260813.0,861461004375.0,5445221748.908677,158.2049444630336
2022-02-11,43471.3,43900.0,41914.23,42366.0,414646.193,17859967569.9422,4498402,205984.41,8873652827.96224,BTCUSDT,1d,258085.0,42357.3217416715,16.45993748,18955050.0407331,188404635.40797237,987669.0,26690525287406.0,188404635.6202628,390156.113107,39575264.28538539,258595.0,827307474912.5,6311800630.988444,131.0731316275656
2022-02-12,42365.99,42980.0,41540.0,42199.87,256269.325,10831014104.34159,2871604,128560.041,5435427212.76879,BTCUSDT,1d,224735.0,42173.4593962595,12.14472908,18956215.09959684,248110329.79467425,1060262.0,26690525287406.0,248110330.00696588,390372.647476,50024190.99933506,228189.0,803847340887.5,2253577642.102851,356.698311994885
2022-02-13,42199.88,42755.97,41850.0,42041.13,192068.012,8127109308.94153,2148957,96534.906,4085624252.3671,BTCUSDT,1d,212378.0,42195.5947451782,8.79510075,18957202.59959684,209633326.53317943,829229.0,26690525287406.0,209633326.9577572,390615.916703,42217994.28383549,208977.0,810413085937.5,1353922240.451119,598.5669351789916
2022-02-14,42041.12,42888.0,41526.0,42525.14,303990.933,12843945742.38583,3037236,155102.932,6554734287.03529,BTCUSDT,1d,249689.0,42646.1618590883,11.2434254,18958158.84958046,202999360.9147864,899786.0,26690525287406.0,202999360.9147902,390759.453112,40840022.9699916,247592.0,808634461056.422,3738130873.146192,216.32053250608533
2022-02-15,42525.14,44777.0,42406.23,44529.6,276735.421,12150999143.33453,2782170,141960.771,6232177010.23817,BTCUSDT,1d,272685.0,44511.9084880187,12.53663026,18959252.59955316,232188811.9284145,1013694.0,26690525287406.0,232188811.50384504,390921.557173,48533029.988415286,273623.0,839432004700.0,5996275894.199901,139.9922250929062
2022-02-16,44529.7,44536.8,43277.8,43860.7,255790.287,11231548897.34829,2543753,123063.564,5404504528.22352,BTCUSDT,1d,267496.0,44065.7092673875,10.05474546,18960227.59953132,206979739.90370575,925324.0,26690525287406.0,206979740.54057044,391115.559403,43917652.26947889,266788.0,826662540000.0,3802128926.759299,217.420964918356
2022-02-17,43860.8,44150.0,40020.1,40491.7,433958.984,18306714686.34452,4093325,205849.905,8686458829.57907,BTCUSDT,1d,256201.0,40610.024261543,10.08991856,18961208.84950948,213573837.40352312,931220.0,27324773218056.85,213256529.5453799,391281.273696,42514659.43399647,255573.0,800516306081.25,3727008285.934386,214.78790618802051
2022-02-18,40491.8,40944.1,39422.0,39966.8,377679.782,15188089909.73473,3531150,189988.366,7642098216.36807,BTCUSDT,1d,258376.0,40044.2204856809,9.18296682,18962042.18177205,186294129.77324116,940726.0,27967152532434.0,186294128.8834766,391449.79518,34237766.888329044,261055.0,756262824832.3904,4086558916.785429,185.06103551476073
2022-02-19,39966.8,40438.7,39610.3,40052.6,185624.675,7424908673.12969,1963483,94227.797,3769729264.41352,BTCUSDT,1d,218004.0,40095.887329398,6.69284896,18962973.43176113,207147948.8360009,839236.0,27967152532434.0,207147949.28088072,391623.314563,37609546.79569337,220673.0,758305908512.5,1623004423.9240785,467.2235622618194
2022-02-20,40052.6,40100.1,37905.0,38368.1,329740.444,12741245042.82211,2965260,162142.068,6263355154.13587,BTCUSDT,1d,202691.0,38551.6224967855,5.82067653,18963873.43176113,200196675.81508097,741534.0,27967152532434.0,200196675.81507933,391780.055535,35174070.58003432,200535.0,727922824031.25,1468226673.0557508,495.7836806739511
2022-02-21,38367.9,39510.0,36762.0,36986.4,646391.815,24685541251.61848,5359508,323510.035,12357892937.19487,BTCUSDT,1d,238620.0,37098.0360081824,9.87642123,18964642.18175567,171001327.92603725,886316.0,27967152532434.0,171001327.25871363,391910.25491,30026576.035308678,237402.0,736666644717.8812,4035714191.610417,182.53687197405839
2022-02-22,36986.4,38450.0,36310.1,38212.0,465313.497,17408326520.91108,4341079,239400.96,8961110656.69595,BTCUSDT,1d,256251.0,38202.5940818235,8.70721149,18965592.18172837,211318714.25012624,886571.0,27967152532434.0,211318713.36036152,392070.752423,36863634.739900105,260265.0,715662199125.0,3543912810.2535915,201.9412546082897
2022-02-23,38212.1,39250.0,36963.2,37227.8,408056.255,15594144071.8888,3541556,203182.176,7767432889.70376,BTCUSDT,1d,253563.0,37308.2687344243,8.1798461,18966529.68169015,208538204.64136493,859810.0,27967152532434.0,208538203.974041,392237.363188,36162771.65050291,251275.0,731722988625.0,3017861449.2149425,242.46407628002547
2022-02-24,37227.9,40376.1,34303.7,38315.1,919820.907,33179251056.85041,8122647,476179.434,17190527389.77624,BTCUSDT,1d,255800.0,38283.790402104,10.42032497,18967354.68166434,183513620.1644798,958866.0,27967152532434.0,183513619.49715608,392393.251473,30647564.869713254,254139.0,679596567500.0,6195394916.861324,109.69382527180258
2022-02-25,38316.2,39750.0,37999.2,39205.4,416316.366,16181393771.15972,4273206,214578.302,8342805836.53681,BTCUSDT,1d,260990.0,39323.7702158387,11.41903295,18968192.18162065,186294129.77324116,936543.0,27967152532434.0,186294128.8834766,392566.610715,33004416.88059454,260340.0,740510717925.4792,5331044431.493843,138.90537350445163
2022-02-26,39205.4,40441.1,38561.7,39099.3,251892.201,9879223598.44196,2697306,126646.153,4968994506.10465,BTCUSDT,1d,221994.0,39056.5781523086,6.74253227,18968973.43159881,173781837.53479856,818914.0,27967152532434.0,173781836.64503416,392740.030453,33937773.77919107,220423.0,745244643687.5723,2407133265.9638343,309.598414938265
2022-02-27,39099.3,39868.6,36934.6,37672.0,423197.247,16317550913.22295,4101060,208674.497,8051469599.96961,BTCUSDT,1d,206112.0,37664.7792828755,6.86135737,18969823.43158243,189074637.38003567,768705.0,27967152532434.0,189074638.2697972,392885.683708,33197207.97966266,211164.0,742303330700.0,1844114530.6029348,402.52561236383906
2022-02-28,37672.1,44341.0,37414.4,43155.0,615391.161,24659800737.31436,5894312,325067.945,13040469950.07912,BTCUSDT,1d,274389.0,43179.2545140269,9.57794189,18970785.93155513,214099221.8569208,981066.0,27967152532434.0,214099222.7466821,393024.484757,38215480.803591736,270918.0,769069897625.0,6046602126.393123,127.19042555620577
2022-03-01,43155.0,44935.0,42765.4,44394.1,448483.646,19622069856.81384,4610393,224953.573,9845412243.9429,BTCUSDT,1d,275460.0,44334.457582408,20.38178056,18971798.43154967,225221260.29196608,1065354.0,27967152532434.0,225221260.29196423,393204.549941,45022611.37564056,280634.0,830293168125.0,6893627293.511368,120.44358256886242
2022-03-02,44393.6,45350.0,43321.0,43885.7,407603.721,17988671380.99431,4239890,201900.492,8912250169.65875,BTCUSDT,1d,289957.0,43984.584926768,28.40659077,18972648.43151145,189074637.38003567,1091796.0,27967152532434.0,189074638.2697972,393412.394848,38804384.27420314,288657.0,837295473300.0,5450897868.437432,153.6068907378045
2022-03-03,43885.8,44080.0,41831.0,42449.5,365565.832,15701873990.90735,3803308,178271.807,7658691829.64036,BTCUSDT,1d,270823.0,42492.7744552893,20.25082778,18973573.43147869,204804563.21490383,1011448.0,27851682002895.555,204908164.05639085,393618.98918,40853667.55342594,268244.0,818650534416.703,4573611315.379651,178.99433903878813
2022-03-04,42449.6,42525.3,38521.0,39127.7,469138.374,19124060705.42543,4908804,224732.415,9164678047.45366,BTCUSDT,1d,257979.0,39106.4052159556,15.17504806,18974442.18146231,190365287.083752,949176.0,27550332084344.0,190365286.6455021,393807.182135,36333926.06318503,262101.0,785176284193.75,5677847228.457849,138.28767358487215
2022-03-05,39127.7,39580.0,38547.6,39375.1,198747.893,7774650477.29027,2212218,99499.609,3893169344.91897,BTCUSDT,1d,226147.0,39383.8848433665,11.20326832,18975210.93144047,168452736.32210043,801293.0,27550332084344.0,168452735.66472492,393990.386158,31045143.393329486,225321.0,749092224663.0729,1614301923.4661283,464.03477179452824
2022-03-06,39375.0,39690.0,38056.0,38401.1,311705.26,12109833925.17119,3162831,155049.377,6024750486.35739,BTCUSDT,1d,205542.0,38399.3426268264,9.34883795,18976029.68142409,179409010.7168614,771254.0,27550332084344.0,179409011.15511352,394137.759364,32347699.625522237,207116.0,737784693000.0,1221415770.8337605,604.0405819358094
2022-03-07,38401.1,39550.0,37134.0,37963.8,490254.516,18764725860.73588,4747049,245476.829,9399768499.87249,BTCUSDT,1d,255761.0,38146.734273232,11.28271007,18976954.68140771,202691097.01043913,917289.0,27550332084344.0,202691096.5721893,394277.995493,35836828.333603054,255441.0,737334579344.5187,4567257671.422741,161.43923386631096
2022-03-08,37963.7,39340.5,37853.0,38709.9,421462.367,16295438564.50412,4243987,211159.834,8166154990.01377,BTCUSDT,1d,258526.0,38725.477261543,10.60010007,18977879.68139133,202691097.01043913,962840.0,27550332084344.0,202691096.5721893,394452.910471,36210238.39567659,255771.0,739373627000.0,3918673432.206394,188.67957225608833
2022-03-09,38709.9,42647.5,38638.7,41937.5,462059.811,19171096064.11704,4564168,239808.874,9942980211.1505,BTCUSDT,1d,272021.0,41989.4028179427,11.37686634,18978742.18134765,188995751.55182588,960901.0,27550332084344.0,188995752.20920357,394636.727794,36284340.42352956,272805.0,804920913350.0,6199177258.927656,129.84318397910056
2022-03-10,41939.5,42034.3,38512.0,39407.2,520645.186,20592964929.86937,5039014,253340.705,10017462324.28944,BTCUSDT,1d,259229.0,39482.2584672706,11.55721584,18979648.43133127,198582492.38679036,993366.0,27550332084344.0,198582493.2632936,394809.079106,36518474.15193781,261553.0,745703503371.5305,4863647840.941094,153.32185383455726
2022-03-11,39407.1,40242.0,38200.1,38713.0,467078.892,18251508270.53395,4566236,232506.827,9089386517.83602,BTCUSDT,1d,252248.0,38825.3644214494,10.94863237,18980510.93132035,188995751.55182588,903967.0,27550332084344.0,188995752.20920357,394995.073894,34515891.5467418,252383.0,746194708680.5803,5267029596.149032,141.67277685816646
2022-03-12,38713.1,39578.4,38630.0,38792.6,172494.825,6738409306.12123,1916408,84494.947,3301617500.43773,BTCUSDT,1d,222124.0,38951.1300157802,7.79177469,18981485.93129851,213647371.4052001,787792.0,27550332084344.0,213647372.0625779,395164.991799,38434246.099250704,225148.0,739437227125.0,1419859005.3521538,520.7821511415527
2022-03-13,38792.7,39300.0,37500.0,37743.7,236623.694,9151745126.66911,2373595,113382.543,4387268932.96517,BTCUSDT,1d,206930.0,37808.3174004091,6.71842289,18982429.68129305,206799699.66195828,751546.0,27550332084344.0,206799699.88108504,395311.807695,37950813.21329494,208092.0,738221160875.0,1439995804.8020916,512.6550774753533
2022-03-14,37743.0,39989.0,37522.1,39653.8,360058.358,13971397117.54385,3346589,186200.399,7227009176.29933,BTCUSDT,1d,263759.0,39649.0453243717,10.45361332,18983385.93127667,209538768.7536809,936153.0,27550332084344.0,209538768.75368217,395446.596177,37379620.92665644,259592.0,737289718518.75,3127649162.2382407,235.73287164699863
2022-03-15,39651.6,39901.8,38073.8,39271.0,345019.243,13464944694.45397,3198153,173958.812,6790794646.38622,BTCUSDT,1d,266692.0,39356.8139000584,9.95232555,18984254.68125483,190365287.083752,949102.0,27550332084344.0,190365286.6455021,395619.709207,34327601.17776097,263178.0,744177700000.0,3536984794.9247446,210.39889712498288
2022-03-16,39270.9,41804.0,38700.0,41105.8,650589.661,26187353348.45998,6249052,330044.562,13289195220.51592,BTCUSDT,1d,276789.0,41101.768579135,10.25185389,18985223.43121391,212277837.8454036,1014991.0,27550332084344.0,212277837.6262793,395791.032092,39891546.92008823,276390.0,773641296875.0,4560772406.06279,169.62944606632252
2022-03-17,41105.9,41498.4,40442.8,40898.1,243988.794,9978203719.84016,2446187,119438.818,4885750148.3643,BTCUSDT,1d,272685.0,40966.4169324956,10.32467965,18986217.18120845,217498770.49195015,1009859.0,27520860571022.34,217523034.5085692,395978.943351,41116830.88643309,278800.0,774725515218.75,6626010100.106291,116.92187357310583
2022-03-18,40898.0,42322.8,40084.2,41751.5,299134.443,12263436409.42434,2791205,152862.915,6269914962.13193,BTCUSDT,1d,266839.0,41826.1160710111,11.00062573,18987110.93119753,195149455.61002576,1004891.0,27452707696466.0,195149454.7366269,396165.939536,36959271.78465093,261318.0,773927833218.75,5901502528.208304,131.14081194060157
2022-03-19,41751.6,42446.6,41500.0,42188.2,186459.954,7807076596.94564,1729803,92717.011,3882702294.89361,BTCUSDT,1d,236675.0,42193.1615362361,7.64799944,18988079.68118661,211525632.9748357,864890.0,27452707696466.0,211525632.75648364,396349.128225,40889732.80176486,242424.0,798859980600.0,2228834886.153519,358.4204400078542
2022-03-20,42188.2,42269.3,40900.0,41261.0,235774.129,9789547363.38173,2023810,115063.658,4777488314.86478,BTCUSDT,1d,211211.0,41294.7235129164,6.42009386,18989042.18118661,210160950.38143572,780069.0,27452707696466.0,210160951.25482893,396509.664403,40348467.97910728,210547.0,786672667050.0,1286402952.141647,611.5289658969771
2022-03-21,41261.0,41544.4,40430.0,40982.0,308396.46,12653661229.586,2575120,153571.609,6301813626.97718,BTCUSDT,1d,260248.0,41064.429648159,9.55709531,18989998.43116477,208796269.75317717,941088.0,27452707696466.0,208796269.7531742,396644.967374,39709506.7408471,259912.0,781319159850.0,6292318394.145836,124.17031543999957
2022-03-22,40982.0,43517.7,40852.0,42349.8,374297.674,15892694388.65686,3429191,190906.344,8106579947.45263,BTCUSDT,1d,260695.0,42383.169518761,10.76904702,18990929.68112655,203337543.30986008,920483.0,27452707696466.0,203337543.74655527,396814.273183,39888938.43880881,264569.0,814894691625.0,4455877254.227707,182.88086613064425
2022-03-23,42349.9,43051.0,41731.3,42867.9,282631.74,11938814869.12358,2643858,140287.08,5927575915.69937,BTCUSDT,1d,266381.0,42734.2000355932,10.85476863,18991835.93106649,197878816.86654297,972037.0,27452707696466.0,197878817.73993632,396980.862726,38783180.0235644,264182.0,810356847300.0,3963031462.550204,204.4790345364901
2022-03-24,42867.8,44200.0,42525.0,43973.4,331440.057,14365660202.82174,3127793,169016.924,7328650630.23292,BTCUSDT,1d,269340.0,43974.5935882525,11.69969179,18992729.68105557,195149455.61002576,966209.0,27452707696466.0,195149454.7366269,397163.10907,39187876.825965054,262987.0,817000228306.4032,4246198423.515624,192.4074541080845
2022-03-25,43973.2,45142.0,43575.1,44290.6,348620.122,15463641455.42722,3146493,179058.651,7944202064.30179,BTCUSDT,1d,286600.0,44347.034279661,12.70868332,18993704.68105011,212890313.60309428,1068732.0,27452707696466.0,212890314.2581384,397333.541943,43756450.86032028,290719.0,844852653562.5,7477966817.127207,112.97892518424749
2022-03-26,44290.6,44785.0,44041.0,44489.2,140712.587,6243407332.87603,1476070,70101.602,3110763312.3971,BTCUSDT,1d,229765.0,44519.9268641145,8.04802349,18994710.93105011,219713722.6398113,825356.0,27452707696466.0,219713721.76641208,397533.805508,45600899.41748507,231031.0,840565544568.75,1885491261.55507,445.80718124118414
2022-03-27,44489.3,47047.0,44416.0,46820.8,269280.228,12238392163.90325,2526390,142291.838,6471034012.54201,BTCUSDT,1d,219139.0,46777.2056265342,7.5739414,18995529.68104465,178773276.2800745,812882.0,27452707696466.0,178773276.7167701,397681.999486,37615484.28724999,218202.0,851263776825.0,4081241680.312735,208.57960481276126
2022-03-28,46820.9,48200.0,46651.2,47121.9,317565.782,15043239939.14575,3149233,158315.138,7501313546.37197,BTCUSDT,1d,289835.0,47223.6528860316,10.68856005,18996523.43103373,216984359.4181528,1029256.0,27452707696466.0,216984358.7631026,397824.893642,47542865.0580031,293304.0,901662346062.5,7054190211.628341,127.81939797656328
2022-03-29,47121.8,48100.0,46911.0,47418.5,259040.835,12315667516.20554,2407067,128874.336,6128028301.90366,BTCUSDT,1d,293194.0,47463.7096770894,10.12714519,18997467.18101735,206066906.5315186,972049.0,27452707696466.0,206066906.74986476,398022.39193,45330581.00512871,286940.0,909610619068.75,7432137463.165101,122.38883141988832
2022-03-30,47418.5,47688.6,46535.0,47053.2,235009.892,11089386781.04892,2279014,114751.08,5415931115.11833,BTCUSDT,1d,269490.0,47123.2971478667,11.31232477,18998310.93100097,184232002.7233916,940234.0,27452707696466.0,184232002.723389,398199.765366,40379135.25749871,272864.0,895194889500.0,5223175410.299848,171.38901514483302
2022-03-31,47053.1,47619.4,45185.0,45506.0,299837.61,13933431988.82722,2704524,144645.28,6724731548.36598,BTCUSDT,1d,280038.0,45562.2106665693,16.96481317,18999173.43099005,194529355.7761953,979952.0,28315874718216.324,194247387.85170585,398378.016454,41070779.19109971,279210.0,880204930212.7982,7725089743.268826,113.94106210607526
2022-04-01,45505.9,46700.0,44206.2,46266.2,360734.553,16398107293.59809,3077896,176970.211,8048236087.32689,BTCUSDT,1d,286454.0,46250.3362878434,19.60536896,19000054.68097367,200371606.9667937,1073859.0,28587155782195.0,200371606.28467655,398554.155449,40957428.26029431,284105.0,868068381216.2986,6420672356.962391,135.19898430496775
2022-04-02,46266.2,47236.8,45600.0,45794.6,226413.357,10506397608.90616,2087086,110594.856,5133171820.23934,BTCUSDT,1d,250576.0,45939.8973489188,12.44713676,19000898.43097367,191845154.9534147,932911.0,28587155782195.0,191845154.95341375,398747.008884,40410667.775713935,254442.0,880363776818.75,2491811084.6347647,353.30277734429
2022-04-03,45792.3,47448.0,45501.0,46392.4,212589.013,9869048181.66671,2007773,105889.709,4916726417.68304,BTCUSDT,1d,223619.0,46440.5438538866,10.35102243,19001767.18095729,197529456.29566735,794992.0,28587155782195.0,197529455.84092236,398922.536855,40719203.40116903,225564.0,880157586000.0,2061001713.0147855,427.053301529054
2022-04-04,46392.3,46895.5,45094.0,46580.9,272796.541,12550005434.18833,2435925,134448.286,6187032094.31339,BTCUSDT,1d,276178.0,46663.0041770894,12.56121556,19002754.68088631,224529884.601845,985718.0,28587155782195.0,224529885.056588,399069.047406,46006388.36749984,275106.0,867996890459.2947,4927607024.269423,176.14977943335197
2022-04-05,46580.9,47188.0,45300.0,45477.4,257524.639,11905271460.90981,2349083,124189.733,5743113246.44133,BTCUSDT,1d,276073.0,45693.0350619521,11.19517327,19003660.93088631,206055906.26269805,952254.0,28587155782195.0,206055907.1721852,399254.426819,43133876.22847358,273430.0,872737172656.25,4109973025.185322,212.34620453911558
2022-04-06,45477.5,45494.2,43100.0,43159.7,384359.375,17045609346.28906,3589835,185087.192,8210011668.95328,BTCUSDT,1d,272206.0,43304.9371990064,10.0718394,19004598.43078085,213161283.963688,919776.0,28587155782195.0,213161283.28157085,399424.910882,42945671.125871725,273640.0,839008458600.0,4973307102.467876,168.7023224814859
2022-04-07,43159.8,43888.0,42685.0,43417.1,229567.98,9962663417.59556,2352054,114175.005,4955907367.11699,BTCUSDT,1d,266096.0,43569.0471697837,9.91456385,19005460.93075355,196108379.93693003,927811.0,28587155782195.0,196108380.6190452,399595.179688,38455362.05837601,269404.0,829396201500.0,4397281337.2992325,188.6156781611356
2022-04-08,43417.1,43968.1,42074.0,42229.2,310095.829,13392061160.35177,3039074,151870.348,6562148813.84376,BTCUSDT,1d,270556.0,42222.0689772063,11.73099289,19006298.43074263,190424080.6410257,929602.0,28587155782195.0,190424079.73153663,399771.396826,37320148.66696341,266805.0,829810146250.0,3214336086.8389087,258.15911088067475
2022-04-09,42229.1,42796.7,42100.3,42727.7,119722.654,5079062857.24372,1398153,60625.388,2572357922.51607,BTCUSDT,1d,228357.0,42680.9947355932,7.92912544,19007254.68074263,217424508.9472033,786423.0,28587155782195.0,217424508.94720227,399935.443484,40940631.0835596,232792.0,806890735825.0,2025819116.5886805,398.30344635296973
2022-04-10,42727.8,43399.4,41838.0,42140.4,181904.47,7757900433.72425,1922058,90479.719,3860641604.37861,BTCUSDT,1d,218201.0,42264.4633909994,6.72773788,19008129.68073171,198950530.6080564,754197.0,28587155782195.0,198950531.06279945,400081.946479,37708697.08826943,216446.0,812192832000.0,1859650890.1898177,436.74478703747354
2022-04-11,42140.3,42399.9,39136.7,39505.6,439530.02,17947558294.57257,4212901,210958.799,8617467658.24843,BTCUSDT,1d,279217.0,39544.0251835184,10.71721646,19008985.93072625,194687305.62454104,986075.0,28587155782195.0,194687305.39716807,400216.86739,35801153.7575258,276623.0,776208401750.0,5145118168.094051,150.8630854318235
2022-04-12,39505.6,40700.0,39224.0,40060.7,349883.631,13983036683.03152,3292065,176382.292,7050426723.83981,BTCUSDT,1d,273114.0,40096.3669748685,10.44351756,19009942.18071533,217424508.9472033,970523.0,28587155782195.0,217424508.94720227,400395.801289,38608644.81354976,278839.0,767445140437.5,3550344586.310289,216.1607477191589
2022-04-13,40060.7,41580.0,39569.8,41129.8,324910.931,13171291934.155,3176539,164889.315,6686430663.74002,BTCUSDT,1d,283767.0,41152.7554517826,12.18062555,19010817.18070441,198950530.6080564,960119.0,28587155782195.0,198950531.06279945,400587.7132,35934245.390805714,276968.0,783069228812.5,3702852305.151144,211.47730567680216
2022-04-14,41129.8,41474.8,39522.0,39915.9,261966.391,10618983519.56311,2615945,126691.353,5137338771.65509,BTCUSDT,1d,259632.0,39916.4963842782,11.20233309,19011679.68070441,194402491.2641441,910470.0,28351572544596.74,194492275.55499536,400761.526049,35605625.47699982,265537.0,769113013781.25,6126220619.5982895,125.54445253257668
2022-04-15,39915.9,40888.0,39734.2,40529.5,194680.671,7834169294.24891,1968852,100228.258,4034162822.39085,BTCUSDT,1d,258904.0,40527.3319567504,8.59006414,19012667.18067165,221692722.38403672,893942.0,28225928151211.0,221692722.83303383,400930.835169,40084844.38845567,254831.0,770767003375.0,2508777341.1963906,307.22814285600776
2022-04-16,40529.6,40700.0,39944.9,40361.0,127705.057,5151896754.87278,1336108,62852.122,2535949864.09599,BTCUSDT,1d,220729.0,40439.5881209819,6.23187348,19013504.68066619,188017879.75639227,774863.0,28225928151211.0,188017878.85839576,401090.659918,34087053.88136647,225486.0,763805802650.0,1777062284.075025,429.81374907045927
2022-04-17,40360.9,40574.1,39510.0,39649.1,170331.824,6844928574.60225,1664402,83177.705,3343878636.45648,BTCUSDT,1d,211027.0,39704.7839798364,5.46124629,19014535.93066619,231514551.65214053,760823.0,28225928151211.0,231514552.3256366,401229.968598,41812904.43432423,207324.0,768897967734.0107,1246709618.6163137,616.7418268476888
2022-04-18,39649.1,41310.0,38465.7,40785.6,362435.319,14385834912.73849,3387459,183521.703,7287869045.64219,BTCUSDT,1d,248528.0,40818.8786025716,8.65537877,19015373.43066073,188017879.75639227,930250.0,28225928151211.0,188017878.85839576,401366.765906,33554776.284819625,246421.0,751029769900.0,3262749299.0192986,230.1831066596937
2022-04-19,40785.7,41788.0,40543.7,41472.9,214404.271,8812710770.66012,2272668,109958.378,4520223293.91714,BTCUSDT,1d,273229.0,41489.6638011689,9.30551921,19016148.43063343,173986693.6444649,945444.0,28225928151211.0,173986693.86896327,401540.0,32209953.66828013,273168.0,787071623047.4695,3752455855.796935,209.74840299095635
2022-04-20,41472.9,42166.8,40800.0,41327.7,257382.427,10680662830.57433,2731896,128505.899,5333510697.05479,BTCUSDT,1d,283298.0,41395.64458346,8.80298881,19017148.43062251,224498959.60642216,961981.0,28225928151211.0,224498959.8309204,401708.547701,41826936.37527695,285655.0,785097569975.0,5390335872.441646,145.64910027014264
2022-04-21,41326.0,42966.0,39630.0,40449.8,393149.956,16394716249.55895,4300495,195482.007,8159331733.00812,BTCUSDT,1d,279919.0,40457.4959418469,10.9502007,19018204.68059521,237127026.0969115,970130.0,28225928151211.0,237127026.3214096,401892.355716,44502886.442155205,282438.0,808745638239.2509,9221622580.084011,87.70101261635921
2022-04-22,40449.7,40786.1,39133.0,39674.2,314935.753,12603399105.64393,3578572,153243.946,6133327111.82953,BTCUSDT,1d,261784.0,39737.9735040912,10.87692103,19019048.43058975,189420997.35733968,945273.0,28225928151211.0,189420997.35733905,402079.735615,34361884.54129586,260930.0,766387105500.0,3034892219.620398,252.52531228138938
2022-04-23,39674.3,40000.0,39259.0,39415.1,125046.817,4956239492.1091,1602703,60384.746,2393782171.43678,BTCUSDT,1d,238246.0,39582.4548720047,8.36060096,19020067.18058975,228708314.42975503,857006.0,28225928151211.0,228708315.3277501,402253.393636,40745768.893821314,234978.0,756171568540.8031,1324626784.014653,570.8563179199904
2022-04-24,39413.8,39930.6,38884.1,39433.4,180371.762,7132438711.67396,1944480,89041.707,3521742624.82166,BTCUSDT,1d,217733.0,39511.6456928697,6.51241112,19021135.92958975,239933263.31929696,796298.0,28225928151211.0,239933263.31929612,402408.844987,42636545.7644565,221992.0,756322624332.883,1742817144.3961654,433.9655636076076
2022-04-25,39433.4,40650.0,38111.0,40411.0,448877.893,17582505297.76194,4399875,225551.744,8839607170.15768,BTCUSDT,1d,277416.0,40473.7483176505,12.93040811,19022148.42957337,227305196.82880765,1003326.0,28225928151211.0,227305196.82880685,402554.305864,40289919.57795723,277417.0,765467068568.75,3754783006.1736846,203.86452887161647
2022-04-26,40411.0,40800.0,37671.8,38093.7,453132.198,17745663524.02774,4384061,219430.714,8598209300.37219,BTCUSDT,1d,277059.0,38072.800873758,11.49482501,19023023.42956245,196436589.40305808,965991.0,28225928151211.0,196436589.85205528,402743.694567,35239242.8595404,273297.0,756840561591.6284,4582894825.063292,165.1446499388465
2022-04-27,38093.7,39470.0,37844.5,39209.0,385645.365,14987444127.37106,3726498,194782.655,7571295409.04315,BTCUSDT,1d,285596.0,39218.5376174752,11.15360634,19024085.92955153,243520196.02683353,967943.0,28770282779728.406,243130347.4311681,402916.765261,42682531.77661201,287105.0,738185119256.25,4169765279.274275,177.03277518410513
2022-04-28,39209.0,40376.6,38861.8,39732.5,413543.408,16383567774.30766,3928985,212487.794,8420075655.20082,BTCUSDT,1d,272681.0,39747.9894270018,11.28281613,19024910.92955153,195503621.29393408,1003139.0,29794407589312.0,195503620.58301136,403097.182581,33133353.767992403,275765.0,751574970906.25,4742383660.078528,158.48042351212993
2022-04-29,39732.5,39924.8,38160.0,38572.2,308116.375,12006054616.68173,3106694,149995.703,5846323258.32934,BTCUSDT,1d,290674.0,38609.5059070719,13.50347131,19025848.42954607,222163205.91889024,1059989.0,29794407589312.0,222163205.20796743,403278.379902,37250318.228731774,286563.0,741203951062.5,4937991047.844668,150.1023278254059
2022-04-30,38572.2,38782.6,37550.0,37614.5,181810.382,6968090176.2822,2037497,87311.284,3347792961.76304,BTCUSDT,1d,256188.0,37714.0949804208,10.38779505,19026785.92952423,222163205.91889024,944577.0,29794407589312.0,222163205.20796743,403475.440533,37031311.35450528,261630.0,734371851281.25,1835325492.470826,400.13166835741725
