nvt,trades,tx_volume_usd,fee_total_btc,active_addresses,taker_buy_base,volume,taker_buy_quote,quote_volume,tx_count_day,tx_count,miners_revenue_usd,hash_rate_x,hash_rate_y,difficulty
-0.34858041884017277,-1.9962577302985358,-1.265491929522696,0.1520703719581315,-0.1980368039320136,-1.142019614864562,-1.185819162009917,-1.944652433229446,-1.9600682774470193,-0.19825274537192752,-0.1924930673023719,-1.5967805528577608,-0.9299756947728981,-0.9302732951785767,-0.9074517256374913
-0.7299628393828552,-1.8003766114947046,-1.1519562407299186,0.38769976171502724,0.026410737871828224,-0.5837307567113642,-0.6435734679884694,-1.719707271449558,-1.7436147906145738,-0.17654708972985084,-0.17974322566901393,-1.5861896834577536,-0.9455791013850515,-0.9458480015591927,-0.9038596020098311
-1.1354190161100208,-1.7645262664725387,-0.9620031251951927,0.758705664364116,0.2922355920531558,-0.5651227468072136,-0.5872776078364101,-1.700492372614384,-1.7099880958572367,-0.08808679275168627,-0.0837158845899927,-1.543793207831186,-0.9448105140962648,-0.9450545785929837,-0.9011655092890858
-1.3836756953352227,-1.795984743865981,-0.8802891570546678,0.9282176495373181,0.2963208140325998,-0.6933732697722147,-0.69589394234194,-1.7430942776189453,-1.7445780820376866,-0.06126131453120766,-0.06499064704943852,-1.5280913654347346,-0.9549236241278762,-0.9551518994411877,-0.8991449397485269
-0.9056674218839896,-1.8362929722209793,-1.0166052613167236,0.8632008037287469,0.6324561063717472,-0.8592643441969192,-0.8633547228684517,-1.8018892331654235,-1.8034320242207944,-0.0855363465185109,-0.09454131902576325,-1.497094344977995,-0.92509502990788,-0.9253015318223282,-0.8976295125931079
-0.224454629651768,-1.8512339135654283,-1.1469943836319048,0.6943696505256108,0.20383967085211652,-0.9465220649145422,-0.9467728529124074,-1.830801158847966,-1.830562640174734,-0.2712457773523562,-0.27668098234579863,-1.5312474727789371,-0.965079295482391,-0.9652860198665376,-0.8964929422265435
-0.5770981870589127,-1.8247358466044186,-1.0899489801337394,0.7879563737581814,-0.1872915576830481,-0.8525161731923853,-0.8532991194595929,-1.788696051505149,-1.7892877130155382,-0.38398485477075794,-0.38093632487918894,-1.5562154226469855,-1.007538636911176,-1.0077488386513656,-0.8956405144516203
-0.7647656207906408,-1.7712027269953845,-1.0727103278741508,1.1770188692644927,-0.47606188613456196,-0.6249341736001051,-0.6490239485212373,-1.6862440870663615,-1.6974906023228045,-0.4699830436302824,-0.4590136146537233,-1.5675320243872686,-1.0589806522294676,-1.0591986642068978,-0.895001193620428
-1.0585734385976777,-1.6848361284495543,-0.992103420070003,1.5947256694264478,-0.7201384176768288,-0.39928025043559967,-0.4033392176631268,-1.5881744816233492,-1.5922881073807325,-0.5100655571429373,-0.5069026641245877,-1.5662207028805128,-1.095780571968486,-1.096003968694737,-0.8945217029970336
-1.1856177856707784,-1.6752515373117671,-0.9746839072980364,2.050485504815948,-0.7101052657285912,-0.37265878017351234,-0.39086041957813117,-1.5740703440422785,-1.584129637911442,-0.5018749888224001,-0.49447445701233006,-1.5480043803848915,-1.1091277777751478,-1.1093514296301352,-0.8941620850294878
-1.2248848019164535,-1.6683884476297857,-0.9888884446752366,2.407406020779006,-0.6651230278181067,-0.36403763782186715,-0.38921454351127677,-1.56720049010028,-1.5801933594528388,-0.5157438349054495,-0.5106990001357079,-1.5280345006566256,-1.1137934068810433,-1.1140158312952537,-0.8938923715538285
-0.9823182897355592,-1.6461340378098082,-1.064633165333122,2.6379453497410355,-0.7030200390712902,-0.3445135310756709,-0.37673509614953016,-1.5507999932254652,-1.566930876194878,-0.5068452499105214,-0.5059476978403539,-1.5043196466325204,-1.1137294452110647,-1.1139500031864722,-0.8936900864470839
-0.7063936407984732,-1.7093085916944704,-1.135894259606773,2.497355169146844,-0.6706855135247378,-0.568055610442071,-0.5925656232706388,-1.6397536221486448,-1.651612238380375,-0.4989144077378332,-0.49680056118771,-1.4859297575982109,-1.0923023729621777,-1.092515855959165,-0.8935383726170255
-0.8002744573215721,-1.6980114763531373,-1.1299008743559957,2.540188008589908,-0.9769366573393663,-0.5560508775090965,-0.5714194229993564,-1.6334076662593455,-1.64160162095335,-0.6271511045180107,-0.6234963702307994,-1.514281587863248,-1.12967982126652,-1.1299021859029879,-0.8934245872444818
-1.212079860835626,-1.6754173504834857,-0.8891001898364128,2.8500108984198826,-0.5119502472256622,-0.503626702153209,-0.5262720627008868,-1.608961149670971,-1.620522634659396,-0.4452932790577131,-0.44637775458181783,-1.4517010756425581,-1.1055637953220023,-1.1043488782863644,-0.9216586023838398
-1.2537624607741857,-1.5934133814191627,-0.9139636533805646,2.7652056571820367,0.23582284687951502,-0.31963546533626896,-0.3473722216737919,-1.5245928823933121,-1.539219175759459,-0.33740357113848396,-0.3398243067746995,-1.3908886342124813,-1.0710691194600037,-1.0702019854630602,-0.957146045415046
-1.6096199166797929,-1.402821243698053,-0.5762926708405314,2.9480206892376417,0.5117914132799104,0.17225916724099657,0.16253321737885476,-1.2799950465248768,-1.2889893839032243,-0.2617554163402879,-0.2597327035435738,-1.272870916473162,-1.0631458850010822,-1.062544352575566,-0.9837616276884509
-1.757230362129227,-1.320944579665569,-0.5058618311233866,2.933221994421289,0.7441177225114569,0.2742377809922343,0.32167637066169336,-1.2023029852575144,-1.184991558005478,-0.14871054611635962,-0.16164527338833365,-1.2184832409420894,-1.0482295729381028,-1.0478248595449535,-1.0037233143935045
-1.3970045681004797,-1.3090552489218488,-0.6813687077269568,2.544720185229211,0.8476548255678575,0.231257746276335,0.29727322572482995,-1.2102951442078513,-1.1844674803178032,-0.24428214751845728,-0.2472334776372788,-1.2246290012832828,-1.0475118728127883,-1.0472575528644847,-1.0186945794222946
-0.8597564322630916,-1.403693154311097,-0.8557303710268666,2.0763704045209255,0.5557544270642096,-0.017695058807589117,0.04317738260622377,-1.316065889861089,-1.2914649401125378,-0.3882951213830903,-0.38912342629518276,-1.2460063898399478,-1.0589387793438543,-1.0588004306741226,-1.0299230281938871
-1.104577425391551,-1.367964283097731,-0.8056100952222017,1.920047439913839,1.07422635179829,0.03460841925573342,0.11184088606545692,-1.2810462099765345,-1.24924262798203,-0.27988893452913693,-0.29531826677149875,-1.1757265146060139,-0.9972135171949741,-0.9971434868389136,-1.0383443647725816
-1.2674876297099782,-1.4616974997239682,-0.7787466156165358,1.8650874395027284,1.0172246044035815,-0.22811207318941557,-0.161625782002054,-1.398173138334992,-1.3700534826113426,-0.25860662681949814,-0.2567686748954428,-1.1869983075931134,-1.0077541833023103,-1.007750478607456,-1.0446603672066026
-1.3831345411558156,-1.4835989211110683,-0.749329690653751,1.6176945184605676,0.9132378657094797,-0.30848293131310245,-0.24428703371873053,-1.425968769536958,-1.398410341827381,-0.1932854674683806,-0.20021334077148398,-1.2029306025763853,-1.0156596828828126,-1.0157057224338628,-1.049397369032118
-1.5418837980740192,-1.4059956871804278,-0.6655255409562594,1.429376942597464,0.999935499911036,-0.15748708260162866,-0.1071790384157639,-1.338668435295856,-1.318577516171754,-0.13759976937343607,-0.13000833271095055,-1.1844970074103276,-1.0021453874274797,-1.0022235738461855,-1.052950120401255
-1.5699155098384336,-1.4386242080362732,-0.6710017737316513,1.267999533956567,0.8870368862917362,-0.2978617596282546,-0.23750982078605218,-1.3943143033538274,-1.3681107585688428,-0.16027776548902548,-0.15056775411675904,-1.2008577492639327,-1.0234182671231344,-1.0235289016828995,-1.0556146839281073
-1.1329512976187883,-1.4927504804208376,-0.8216633255276833,0.966181123658552,0.5710208425419188,-0.42866569311500835,-0.39238147586152905,-1.452154462344583,-1.436835975983746,-0.2461796324133592,-0.24216754704179383,-1.2205322800397431,-1.034885984503392,-1.0350197633779388,-1.0576131065732468
-0.12661353587196755,-1.5462834331148831,-0.9979758098721062,0.6829187469246154,0.14128923304312405,-0.5994665232416682,-0.58746217026112,-1.531369287543425,-1.5268135912316247,-0.3646113294192896,-0.37301708307498416,-1.2341736436429922,-1.0315215906742292,-1.031669551829229,-1.0591119235571014
-0.42920158592926855,-1.535589020528801,-0.955604328009061,0.6432184904812686,0.3583783595620108,-0.5273534762448023,-0.5471604236441885,-1.4849472461832605,-1.4965758104143054,-0.3008355998027668,-0.30449327807605236,-1.2095174166117497,-1.0100775888995697,-1.0105916443576453,-1.056877937411662
-0.7775089419390441,-1.4302059943757142,-0.8366255182721838,0.6417529808306232,0.7993569444569375,-0.24653097534727494,-0.2604246300790579,-1.3166686078975882,-1.3264471689123398,-0.1587490301429702,-0.15288787591159686,-1.1805826914419792,-0.9911296866146587,-0.9915570726514152,-1.0478146302592555
-1.1377783539340542,-1.2226904070872555,-0.6311082889990947,0.6701538612826232,1.2794697143132456,0.2186673954776883,0.24955907097812544,-1.0355091773922687,-1.0240088038640283,-0.015217118856552062,-0.009430263093185015,-1.1100177184143272,-0.958106065193111,-0.9584634547733434,-1.0410171498949505
-1.2083718710404783,-1.2598787739601083,-0.6460080408234643,0.6676352486851903,1.2409854095724488,0.13522575479790172,0.17104653888834576,-1.0643432249425533,-1.049848051134074,-0.03987025556959988,-0.038593890369959756,-1.1287189764645555,-0.9835055361015432,-0.9838237456271881,-1.0359190396217222
-1.4502149751765971,-1.2779157844661087,-0.48215303529340164,0.5923640435026174,1.5576555325782702,0.06839534564184212,0.11417572141849715,-1.078922364753325,-1.0582845941193229,0.03763459264002338,0.03515908166102908,-1.0805282409398422,-0.953955676156562,-0.9542316002633728,-1.0320954569168006
-1.321597855358636,-1.3318239541864487,-0.5780092860561076,0.42069278540826516,1.3265328791559503,-0.08298144958371882,-0.020998151956132097,-1.1426073028264752,-1.1115577367015848,0.00010093226479695104,-0.007472566127139371,-1.0441424075442938,-0.9302255573495386,-0.9304693504823114,-1.0292277698881094
-0.8852115010163734,-1.3472282643176285,-0.7408821222912123,0.23156659444680322,0.790801581852857,-0.15727535622484065,-0.07808148899005432,-1.1733616073267144,-1.1322005149964351,-0.13209183136165165,-0.13076029796887456,-1.0125878050511636,-0.9045893452402979,-0.9048069593555156,-1.0270770046165911
-1.0202227658013245,-1.367965557372714,-0.7222753054898802,0.1996116188771416,0.7722054269175571,-0.20941109419520423,-0.13439206581978436,-1.1928291683740058,-1.1536098044880436,-0.1618600093733347,-0.1508903145903764,-1.0382215184579913,-0.9276907503798225,-0.9278999664818176,-1.0254639306629523
-1.293562749416481,-1.304962065997289,-0.543758899556286,0.28972047671123297,0.8615374496281746,-0.10333976962944656,-0.015989095185719254,-1.1155602028596545,-1.0695549912409974,-0.09211796689152439,-0.08967261631022298,-1.0630261457336876,-0.962261774843207,-0.9624692701667438,-1.0242541251977235
-1.441721805614985,-1.2903647550401545,-0.4754169833472019,0.4028878255652603,1.1356718150252219,-0.10053914733275131,-0.00018646282432919998,-1.100011810590492,-1.0463729891716245,0.034712031147631,0.03855486307915135,-1.035994458160116,-0.9584032755248119,-0.9586015735246392,-1.0233467710988013
-1.596196316531383,-0.9748033960578549,-0.4265511474839231,0.5104077360188835,1.308494982406781,0.46476976575909823,0.611034983477838,-0.8189221112699091,-0.745448672897613,0.03111307563131377,0.028516525116707755,-1.0501778563821929,-0.9633480235383167,-0.9635415048340606,-1.02266625552461
-1.7206755355817047,-1.0745029865428157,-0.39220983285208394,0.5134722210757695,1.3945352883157673,0.3013691017133219,0.4302512031379715,-0.9263916340110769,-0.8622631357750261,0.024440589897932477,0.026135329824060218,-1.0668054975579992,-0.9607856868977742,-0.9609738902833266,-1.0221558688439667
-1.125412319259419,-1.2379923471749343,-0.6177488097194345,0.3977974942629046,1.2905993914665195,0.00549901550537951,0.11214893408051123,-1.0931382000252199,-1.039553826986631,-0.054565262090800114,-0.056272282192143475,-1.0853665330522047,-0.9588639344173673,-0.9590481793702761,-1.0217730788334842
-0.6714438421826879,-1.361330054754121,-0.7820932079470995,0.2456435710348466,0.7648077544090438,-0.21300955699227095,-0.14451797006794165,-1.2090248147209803,-1.1749848637170908,-0.19270332563428105,-0.20356691380395076,-1.0926022432580018,-0.955491681984889,-0.9563677009362402,-1.0140247813945522
-0.9344988135159118,-1.2860241282807028,-0.6856570486720373,0.2799912055411717,0.4470440352153995,-0.02081396575726187,0.008211647814360424,-1.073604302556591,-1.0629094349342925,-0.3145423606076568,-0.3073951233269581,-1.1548849910653498,-1.003461537302321,-1.0041745364855783,-0.9949491939934513
-1.2669733997571089,-1.1479747405013287,-0.46395328747008335,0.5975428122984231,0.9655959741310275,0.15348599101378155,0.198175418501623,-0.9534038999960242,-0.9343627793530966,-0.09035317882718397,-0.08409389140856084,-1.0916051179767374,-0.97287611643502,-0.973449181485193,-0.9806425034426256
-1.343391375899526,-1.2101292356570912,-0.48295802034933893,0.7594693657123326,0.9046861904219408,-0.006944953829885825,0.03254678249679014,-1.0384094963196715,-1.0209953526163142,-0.054780844184005896,-0.04887620712155226,-1.0927209808949543,-0.9857785651297462,-0.9862561938223441,-0.9699124855295065
-1.3407452257218881,-1.314925968123631,-0.524211739808575,0.9495860802700599,1.2716120366223953,-0.24697727743728057,-0.2197588709454145,-1.1683372610685139,-1.1561290675546678,0.023582067943114914,0.020033614314301493,-1.03444510815156,-0.9510801934138741,-0.9514744653002817,-0.9618649720946671
-1.4164761372854926,-1.3754565532489798,-0.513991183784238,0.9344242112617825,1.2850334846000864,-0.4038416194447812,-0.36485424506654546,-1.2546836056447328,-1.2343851989244894,0.009570714157661715,-0.0012661669652370758,-1.032728615060838,-0.9472440187454285,-0.9475816627961979,-0.9558293370185377
-0.7307710990157237,-1.4957070741449572,-0.7163873853108578,0.7787239572547909,1.3139395497335595,-0.6550702617600426,-0.6295276084438917,-1.3985597843514839,-1.3841905585394585,-0.09519257362883222,-0.09942022472854882,-1.0427521854767896,-0.9443668877440943,-0.944662060918135,-0.9513026107114404
0.08814002978080825,-1.586299350359245,-0.8956365601956553,0.5584777325687474,0.8670515599609682,-0.8283920010587907,-0.8137805432908348,-1.4961480332493682,-1.486845360467828,-0.23602590651448097,-0.24395941130453963,-1.0743557409400828,-0.955862949719837,-0.956129894209565,-0.9479075659811175
-0.10054988150415024,-1.6571830556979028,-0.9058934270406461,0.48819959363901305,0.835916555554443,-0.9747647332545025,-0.9612940667031655,-1.5788220428937072,-1.5690532251508127,-0.2318484460982344,-0.22452887935445143,-1.0618591814233576,-0.9405906533048428,-0.9408300834531772,-0.9453612824333754
-0.5754699151032033,-1.6365131815747531,-0.7255637277773612,0.44820836343939835,0.9237173320988264,-0.9407722128395473,-0.914732278690019,-1.559992864232215,-1.5432435110021892,-0.1506419115007818,-0.14843448324277048,-1.0593381620799631,-0.9393768636636548,-0.9395983764108693,-0.9434515697725687
-0.765338719150826,-1.564808322841473,-0.7224232625786281,0.42069931906539326,0.9940937963128889,-0.7896628874462995,-0.7775525599288013,-1.4823568089015509,-1.4745546916826393,-0.11542302665070277,-0.1061911457250748,-1.0873140024738803,-0.9470002147783225,-0.9472105553166242,-0.9420192852769638
-1.0976543575138338,-1.5862835129635877,-0.5760877314075666,0.3974190617440013,0.8706030781741064,-0.8500436570910569,-0.842953027453758,-1.5211123584387767,-1.5158032925192655,-0.10830388875454632,-0.10648424604177399,-1.1208716115537651,-0.9680783776655659,-0.9682844160334146,-0.94094507190526
-1.2261023004033338,-1.5463378566796677,-0.5749309338544053,0.37445950174416015,1.0058784396407316,-0.7724535652252335,-0.7735097107847088,-1.4858819980418754,-1.4856426007388233,-0.12611337240630027,-0.12535520870614975,-1.1370187858532512,-0.9702330896042549,-0.9704322768710303,-0.9401394118764823
-1.0521203804093955,-1.6004109050001218,-0.685012784277747,0.265820742315697,0.7898609771931022,-0.8654629481067178,-0.892170226514858,-1.5375884124960524,-1.5512538086819794,-0.16368665136834368,-0.16070349501761888,-1.1590347139346993,-0.9820895562283295,-0.9822863235242248,-0.939535166854899
-1.2424069653770051,-1.6232562853042807,-0.5961494346616983,0.14233201791594682,0.562449300457185,-0.8912799111174001,-0.920725603782572,-1.5442465190497041,-1.559422328126424,-0.24185708777991716,-0.24294228362452047,-1.1199535674972372,-0.950410652269019,-0.9503778457058077,-0.9392478407128202
-1.2562432524645106,-1.6610635957080484,-0.6156775848065872,0.1367960360035444,0.4980990017960621,-0.9990981421837448,-1.0243394883808548,-1.601457989466343,-1.6135319680530822,-0.20130900215936784,-0.20278382846969878,-1.1101433427734502,-0.9513261395246968,-0.9513446905840083,-0.9453349358223893
-1.3410422734074943,-1.6458958442073695,-0.5826521058954525,0.17509296641340172,0.6412423320196449,-0.9907976502487769,-1.0071651961263752,-1.5898288828969482,-1.5968576680630042,-0.15508276879656122,-0.14967100306363085,-1.101625712585029,-0.9603295162642559,-0.9603887943156215,-0.949900257154566
-1.5164155911910044,-1.4631634413400716,-0.4316300090802902,0.2564469896105883,0.8911335050872718,-0.6494645161143299,-0.6969298721045741,-1.3595723699723328,-1.3884335154117744,-0.1339767437673697,-0.13274470520490003,-1.074261780183215,-0.9620919903369717,-0.9621804900705536,-0.9533242481536985
-1.6954675099786167,-0.9987026798425396,-0.17051319037391288,0.6506675826770876,0.9885481163485133,0.07930353133532257,0.04998443889432188,-0.8066267945213156,-0.8292882706972562,-0.133043088744155,-0.13555236075492474,-1.0107829553814227,-0.9867007815706221,-0.9868173780910489,-0.955892241403048
-1.8790010402418156,-1.062327969844828,0.0970687099118257,1.0742492370830512,1.4152488934639575,-0.09992092985162894,-0.12056806065187177,-0.8984310541627895,-0.9142939393734326,0.039229664055288584,0.04204177782072762,-0.8796878335594794,-0.958583505766725,-0.9587088116978281,-0.9578182363400601
-1.6222561366607442,-1.0895023065599458,-0.0864074114143546,1.0613451068176134,1.634399797971357,-0.1883944081301699,-0.20394346920056672,-0.9255387509749154,-0.937636987459423,0.0852994158608562,0.07799447860044166,-0.8044764499133961,-0.9358321969736051,-0.93596359288832,-0.9592627325428192
-1.3384128686739483,-1.1062710936992626,-0.26150412730784484,0.8825728717060322,1.5714384029562396,-0.28891476873374566,-0.2880052894746648,-0.9692297406829343,-0.9691739200232184,-0.039839928147159115,-0.04423192432325791,-0.7796942334331148,-0.9304121824199127,-0.930551236883337,-0.9603461046948885
-1.4312313300314963,-1.003693896110901,-0.22569230862349945,1.0283393160992336,1.6651682100425471,-0.15240077084095394,-0.13333386909851375,-0.8581507164368384,-0.8468707195552067,-0.16540008477723406,-0.15720581626720523,-0.7735223537290521,-0.9512974593900894,-0.9514488800984884,-0.9611586338089404
-1.6809168400336654,-1.046691165763365,0.08292802668386702,1.1024442355921764,1.6489352118769975,-0.23905884981350575,-0.22963286862050977,-0.9096980104795878,-0.9047964373965973,-0.1184827926260112,-0.1167620531986899,-0.757022606999716,-0.9553179476813468,-0.9554755544077037,-0.9617680306444795
-1.863657163959109,-0.9983849261069642,0.31547226266894335,1.1962141543104967,1.7551451105355027,-0.22302188682861374,-0.2049354304408792,-0.8835855204504701,-0.872858010231646,-0.04615904045713537,-0.046769929908097155,-0.7098596091634257,-0.9400364377671757,-0.940193825979097,-0.9622250782711337
-1.835864319864593,-1.1107919134997328,0.21832563935186264,1.1190768922466754,1.3700299216952563,-0.41303787426092275,-0.408132187036978,-1.013631501696438,-1.0108361472212752,-0.17085356868385923,-0.16617780301857885,-0.7645181881516385,-0.9751491745606827,-0.9753187620662338,-0.9625678639911243
-1.4524420652690884,-1.1448365397822076,-0.042462461922193696,0.9856404159415859,1.2241284068879887,-0.48891465527245037,-0.494481292648952,-1.0515653073649516,-1.055872831387442,-0.17519145354686938,-0.18653630069937419,-0.7537278349361235,-0.9715433826513689,-0.9717141718689203,-0.9628249532811173
-1.206753250397718,-1.086915139039802,-0.20837875097797515,0.8161238525520207,0.938500651311957,-0.42883950498483564,-0.44239286448180093,-0.9705099199709296,-0.9816182099512204,-0.25621446825439487,-0.25477336591472544,-0.746823773679283,-0.9804825060266675,-0.9806572873230832,-0.963017770248612
-1.335037112091102,-0.8650711290382764,-0.09612895770028022,0.7642855091923728,0.9791883798327442,-0.16740562176151264,-0.1590141044135038,-0.7021341222322214,-0.6977434181631035,-0.22595751027266864,-0.23683682467454337,-0.6767435877538349,-0.9689151220603661,-0.969062889753187,-0.9631623829742331
-1.629455438652543,-0.9386875463543063,0.36144866483678934,0.7788598597587946,1.2969451593901629,-0.3469650002497368,-0.3315939655038858,-0.817835660801212,-0.8059891908942834,-0.2033219237603056,-0.1967432742194546,-0.5827246063028145,-0.9412602316920321,-0.9414015690854219,-0.9642024105786257
-1.7366543605395093,-1.0137091803859142,0.4202527141936885,0.7982389079308387,1.51266631048878,-0.48810347426849987,-0.470637647426101,-0.9134936226649711,-0.8986935306844036,-0.115376934621517,-0.11455635617717647,-0.5419629073785167,-0.9337755822967644,-0.9339219052938332,-0.9649882902005377
-1.817866614883351,-0.9776456393220043,0.5022564881490892,0.8235848906780951,1.8817848790234588,-0.42917591049407794,-0.4139578656972513,-0.825455973122221,-0.8130569179358215,-0.04436201307448954,-0.036461114040901056,-0.4147459844526334,-0.8950207992978569,-0.8951620640368775,-0.9655776999169717
-1.855117216524916,-0.9875116118629744,0.5407719497952211,0.8519213871591808,2.082348819824666,-0.4880448403501271,-0.4577190119995643,-0.8411102661627001,-0.814649669880695,0.026194584739582253,0.01568560425142985,-0.3297601833788925,-0.8758971003041527,-0.8760372111181399,-0.9660197572042973
-1.748247913828854,-1.1062736124333092,0.42384696201134936,0.6230646912880542,1.705351285598097,-0.6658049145471429,-0.6359033356349904,-0.9678568170124232,-0.9396249714076086,-0.14639825563902145,-0.14541140298386443,-0.3378162764729752,-0.889724428678984,-0.8898711508303613,-0.9663513001697914
-1.791733632213022,-0.8467080256367896,0.540090634312537,0.5878494822220292,1.8038626488192004,-0.3172864060683192,-0.29669475770728915,-0.5776210635418827,-0.5609397109545221,-0.1744829734448188,-0.17206473427200397,-0.29548853495320465,-0.8967807948346012,-0.8969315962732008,-0.9665999573939121
-1.782021867522252,-0.6849761994027969,0.5929468168942365,0.5738641564737037,1.9988073266408448,-0.1528214012575638,-0.12427359545285155,-0.33241320021168325,-0.30854077196057034,-0.034525237089115264,-0.030993010707981997,-0.19539108831465285,-0.8904736158679539,-0.890624397660688,-0.9667864503120025
-1.8935008845837227,-0.5383237662647811,0.8192078946973215,0.6638644806693181,2.37967470016936,-0.01775689898656856,0.03136755670403303,-0.18333197359742537,-0.141209933126383,0.1084046649472215,0.10394653234485154,-0.05508962963184139,-0.860887259413496,-0.8610314286413554,-0.9669263200005703
